,no,date,group,campaign_id,order_info,address,payment
35,B0R8005H3Y,2020-09-07 10:57:02,울트라콜,2200622,차 세트(탕수육+냉짬뽕1+콜라),인천 남동구 구월1동 ****,19000
34,B0R8007FE4,2020-09-07 11:25:57,울트라콜,2200621,짬뽕,인천 미추홀구 주안4동 ****,19500
33,B0R8007GCF,2020-09-07 11:26:16,울트라콜,2200621,쟁반짜장 외 1,인천 미추홀구 주안8동 ****,31000
32,B0R8007INI,2020-09-07 11:27:15,울트라콜,2200620,옛날고기짬뽕밥 외 7,인천 남동구 구월1동 ****,144000
31,B0R8007SEF,2020-09-07 11:28:54,울트라콜,2200631,1셋트(탕수육+짜장2+콜라) 외 2,인천 남동구 구월2동 ****,33500
30,B0R8007KD8,2020-09-07 11:29:37,울트라콜,2200625,불짬뽕 외 2,인천 남동구 구월1동 ****,23000
29,B0R8007V68,2020-09-07 11:33:17,울트라콜,2200628,탕볶밥,인천 남동구 구월1동 ****,28500
28,B0R8008LI0,2020-09-07 11:37:51,울트라콜,2200631,잡채밥 외 1,인천 남동구 구월2동 ****,28000
27,B0R8009JDQ,2020-09-07 11:48:21,울트라콜,2200628,탕짜면 외 1,인천 미추홀구 주안8동 ****,10000
26,B0R8009GKX,2020-09-07 11:49:37,울트라콜,2200620,2셋트(탕수육+짜장+짬뽕+콜라),인천 남동구 구월1동 ****,21000
25,B0R8009PZZ,2020-09-07 11:52:19,울트라콜,2200635,11셋트(탕수육+삼선짜장2+콜라),인천 미추홀구 관교동 ****,27000
24,B0R8009RHH,2020-09-07 11:52:37,울트라콜,2200622,간짜장 외 4,인천 남동구 구월1동 ****,52000
23,B0R800D8BJ,2020-09-07 12:35:00,울트라콜,2200631,새우볶음밥 외 1,인천 남동구 구월1동 ****,25000
22,B0R800DR3T,2020-09-07 12:44:27,울트라콜,2200625,7셋트(탕수육+쟁반짜장2인+콜라),인천 남동구 구월1동 ****,24000
21,B0R800E0JG,2020-09-07 12:48:56,울트라콜,2200625,볶음밥 외 1,인천 남동구 간석2동 ****,27000
20,B0R800EG66,2020-09-07 12:50:50,울트라콜,2200621,1셋트(탕수육+짜장2+콜라) 외 1,인천 미추홀구 주안8동 ****,25500
19,B0R800F1K6,2020-09-07 13:04:00,울트라콜,2200620,볶음밥 외 1,인천 남동구 구월1동 ****,28000
18,B0R800FKHQ,2020-09-07 13:10:14,울트라콜,2200631,옛날고기짬뽕 외 2,인천 남동구 구월2동 ****,19500
17,B0R800G5SQ,2020-09-07 13:16:10,울트라콜,2200619,1셋트(탕수육+짜장2+콜라),인천 남동구 간석1동 ****,21000
16,B0R800GF4T,2020-09-07 13:20:21,울트라콜,2200633,볶음밥,인천 남동구 구월3동 ****,14000
15,B0R800GIHS,2020-09-07 13:25:06,울트라콜,2200617,짜장 외 2,인천 남동구 구월1동 ****,15500
14,B0R800GQWL,2020-09-07 13:28:09,울트라콜,2200621,송이덮밥 외 2,,27000
13,B0R800I6VQ,2020-09-07 13:56:30,울트라콜,2200617,삼선간짜장 외 2,인천 남동구 구월1동 ****,29000
12,B0R800KGI9,2020-09-07 14:39:57,울트라콜,2200625,깐풍기 외 1,인천 남동구 구월3동 ****,41000
11,B0R800LOB0,2020-09-07 15:02:39,울트라콜,2200628,볶음밥 외 2,인천 남동구 구월2동 ****,21000
10,B0R800N3DP,2020-09-07 15:33:35,울트라콜,2200635,짜장 외 1,인천 남동구 구월3동 ****,12000
9,B0R800NS64,2020-09-07 15:50:25,울트라콜,2200617,7셋트(탕수육+쟁반짜장2인+콜라),인천 남동구 구월1동 ****,24000
8,B0R800OYIZ,2020-09-07 16:13:11,울트라콜,2200631,삼선짬뽕밥 외 1,인천 남동구 구월1동 ****,21000
7,B0R800PHMJ,2020-09-07 16:19:24,울트라콜,2200631,삼선짬뽕 외 1,인천 남동구 간석4동 ****,26000
6,B0R800PH71,2020-09-07 16:23:04,울트라콜,2200621,차돌짬뽕밥,인천 남동구 구월3동 ****,12000
5,B0R800SV8J,2020-09-07 17:14:23,울트라콜,2200625,삼선간짜장 외 2,인천 남동구 간석4동 ****,27000
4,B0R800U8HJ,2020-09-07 17:28:04,울트라콜,2200635,볶짬면 외 1,인천 미추홀구 관교동 ****,33000
3,B0R800V6DX,2020-09-07 17:37:57,울트라콜,2200622,깐쇼새우(소)+술국,인천 남동구 구월1동 ****,30000
2,B0R800VDGO,2020-09-07 17:40:48,울트라콜,2200620,라 셋트(탕수육+삼선짬뽕1+콜라),인천 남동구 구월1동 ****,21000
1,B0R800WC9Q,2020-09-07 17:48:44,울트라콜,2200634,4셋트(탕수육+짜장+고기짬뽕+콜라),인천 미추홀구 주안6동 ****,24000
0,B0R800YG9W,2020-09-07 18:04:50,울트라콜,2200628,난자완스 외 2,인천 남동구 구월1동 ****,75000
317,B0R9003JPB,2020-09-08 09:29:17,울트라콜,2200619,7셋트(탕수육+쟁반짜장2인+콜라) 외 1,인천 남동구 간석1동 ****,30500
316,B0R9003M2S,2020-09-08 09:35:31,울트라콜,2200631,싱글요리세트 외 1,인천 남동구 구월4동 ****,19000
315,B0R9003W5F,2020-09-08 09:44:34,울트라콜,2200633,짜장 외 1,인천 미추홀구 문학동 ****,17500
314,B0R9004ZZR,2020-09-08 10:28:41,울트라콜,2200625,나 셋트(탕수육+짬뽕1+콜라),인천광역시 남동구 간석1동 ****,17000
313,B0R9004QX3,2020-09-08 10:30:05,울트라콜,2200634,탕짬면 외 1,인천 미추홀구 주안4동 ****,12000
312,B0R9005085,2020-09-08 10:38:23,울트라콜,2200634,차돌짬뽕밥 외 4,인천 미추홀구 주안6동 ****,50500
311,B0R900568I,2020-09-08 10:43:04,울트라콜,2200625,짬뽕 외 1,인천 미추홀구 관교동 ****,14500
310,B0R9007ZS5,2020-09-08 11:39:21,울트라콜,2200631,탕짬면 외 1,인천 남동구 구월2동 ****,10500
309,B0R90094IU,2020-09-08 11:42:09,울트라콜,2200628,볶음밥 외 1,인천 남동구 구월1동 ****,10000
308,B0R900A9A6,2020-09-08 11:54:42,울트라콜,2200619,바 셋트(탕수육+차돌짬뽕1+콜라),인천 남동구 간석3동 ****,22000
307,B0R900AI0V,2020-09-08 12:00:19,울트라콜,2200625,4셋트(탕수육+짜장+고기짬뽕+콜라) 외 1,인천 미추홀구 주안6동 ****,37000
306,B0R900B0EM,2020-09-08 12:05:15,울트라콜,2200622,짬뽕밥 외 3,인천 남동구 구월1동 ****,44500
305,B0R900BNKI,2020-09-08 12:12:00,울트라콜,2200620,짜장 외 1,인천 남동구 구월1동 ****,14500
304,B0R900C3ZP,2020-09-08 12:13:52,울트라콜,2200628,차돌짬뽕 외 1,인천 남동구 구월1동 ****,20000
303,B0R900G480,2020-09-08 13:21:02,울트라콜,2200628,탕볶밥 외 1,인천 남동구 구월1동 ****,16500
302,B0R900GNLD,2020-09-08 13:22:29,울트라콜,2200628,차돌짬뽕,인천 남동구 구월1동 ****,10000
301,B0R900J557,2020-09-08 14:15:12,울트라콜,2200631,간짜장 외 1,인천 남동구 구월1동 ****,11500
300,B0R900KGID,2020-09-08 14:49:35,울트라콜,2200618,삼선짬뽕 외 1,인천 미추홀구 문학동 ****,18000
299,B0R900KIZM,2020-09-08 14:54:19,울트라콜,2200619,옛날고기짬뽕 외 1,인천 남동구 간석1동 ****,17000
298,B0R900PJTO,2020-09-08 16:44:54,울트라콜,2200617,잡탕밥 외 2,인천 남동구 구월1동 ****,22500
